name,season,injury,from,until,days_out,missed_matches,last_season
Joshua Kimmich,21/22,Quarantine,"Nov 8, 2021","Nov 22, 2021",15 days,3,20/21
Joshua Kimmich,20/21,influenza,"Mar 18, 2021","Mar 22, 2021",5 days,1,19/20
Joshua Kimmich,20/21,Meniscus damage,"Nov 5, 2020","Dec 21, 2020",47 days,13,19/20
Joshua Kimmich,17/18,bruise,"Feb 22, 2018","Feb 26, 2018",5 days,1,16/17
Joshua Kimmich,17/18,Back problems,"Jan 8, 2018","Jan 11, 2018",4 days,-,16/17
Joshua Kimmich,17/18,stomach problems,"Nov 2, 2017","Nov 2, 2017",1 days,-,16/17
Joshua Kimmich,16/17,Ill,"Feb 2, 2017","Feb 6, 2017",5 days,1,15/16
Leon Goretzka,24/25,bruise,"Apr 18, 2025","Apr 23, 2025",6 days,1,23/24
Leon Goretzka,24/25,Hamstring strain,"Jan 26, 2025","Feb 4, 2025",10 days,2,23/24
Leon Goretzka,23/24,Ill,"Dec 15, 2023","Dec 22, 2023",8 days,2,22/23
Leon Goretzka,23/24,muscular problems,"Nov 10, 2023","Nov 13, 2023",4 days,1,22/23
Leon Goretzka,23/24,Broken hand,"Oct 22, 2023","Nov 2, 2023",12 days,3,22/23
Leon Goretzka,22/23,Thigh problems,"Jan 26, 2023","Jan 31, 2023",6 days,1,21/22
Leon Goretzka,22/23,Corona virus,"Sep 19, 2022","Sep 26, 2022",8 days,2,21/22
Leon Goretzka,22/23,Knee surgery,"Jul 18, 2022","Aug 25, 2022",39 days,4,21/22
Leon Goretzka,21/22,Fitness,"Mar 21, 2022","Mar 28, 2022",8 days,1,20/21
Leon Goretzka,21/22,Hip problems,"Nov 29, 2021","Mar 14, 2022",106 days,16,20/21
Leon Goretzka,21/22,cold,"Oct 18, 2021","Oct 25, 2021",8 days,2,20/21
Leon Goretzka,21/22,Rest,"Aug 23, 2021","Aug 26, 2021",4 days,1,20/21
Leon Goretzka,20/21,Torn muscle fiber,"May 6, 2021","Jun 17, 2021",43 days,6,19/20
Leon Goretzka,20/21,strain,"Apr 8, 2021","Apr 15, 2021",8 days,2,19/20
Leon Goretzka,20/21,Calf problems,"Feb 11, 2021","Feb 18, 2021",8 days,2,19/20
Thomas Müller,23/24,Adductor injury,"Sep 25, 2023","Sep 29, 2023",5 days,1,22/23
Thomas Müller,22/23,Hip problems,"Oct 27, 2022","Nov 17, 2022",22 days,6,21/22
Thomas Müller,22/23,Stomach flu,"Oct 20, 2022","Oct 24, 2022",5 days,1,21/22
Thomas Müller,22/23,muscular problems,"Oct 13, 2022","Oct 17, 2022",5 days,1,21/22
Thomas Müller,22/23,cold,"Oct 6, 2022","Oct 10, 2022",5 days,1,21/22
Thomas Müller,22/23,Corona virus,"Oct 1, 2022","Oct 6, 2022",6 days,1,21/22
Thomas Müller,21/22,cold,"Apr 25, 2022","May 2, 2022",8 days,1,20/21
Thomas Müller,21/22,Corona virus,"Feb 21, 2022","Feb 28, 2022",8 days,1,20/21
Thomas Müller,21/22,Adductor pain,"Sep 2, 2021","Sep 6, 2021",5 days,1,20/21
Thomas Müller,20/21,Corona virus,"Feb 11, 2021","Feb 25, 2021",15 days,4,19/20
Thomas Müller,17/18,Rest,"May 31, 2018","Jun 4, 2018",5 days,1,16/17
Thomas Müller,17/18,Rest,"Mar 12, 2018","Mar 12, 2018",1 days,-,16/17
Thomas Müller,17/18,Thigh problems,"Feb 5, 2018","Feb 8, 2018",4 days,1,16/17
Thomas Müller,17/18,Torn muscle fiber,"Oct 23, 2017","Nov 27, 2017",36 days,9,16/17
Thomas Müller,17/18,Thumb injury,"Jun 5, 2017","Jul 3, 2017",29 days,7,16/17
Arjen Robben,20/21,Calf injury,"Oct 17, 2020","Apr 4, 2021",170 days,25,19/20
Arjen Robben,20/21,Groin injury,"Sep 14, 2020","Oct 16, 2020",33 days,3,19/20
Arjen Robben,18/19,Calf injury,"Mar 5, 2019","Apr 25, 2019",52 days,11,17/18
Arjen Robben,18/19,Fitness,"Feb 4, 2019","Mar 4, 2019",29 days,6,17/18
Arjen Robben,18/19,Thigh problems,"Nov 30, 2018","Feb 3, 2019",66 days,9,17/18
Arjen Robben,18/19,Knee problems,"Nov 5, 2018","Nov 21, 2018",17 days,4,17/18
Arjen Robben,18/19,Back problems,"Oct 28, 2018","Nov 2, 2018",6 days,1,17/18
Arjen Robben,17/18,Adductor injury,"Apr 26, 2018","Jul 3, 2018",69 days,5,16/17
Arjen Robben,17/18,pinched nerve,"Mar 12, 2018","Mar 19, 2018",8 days,2,16/17
Arjen Robben,17/18,Rest,"Dec 18, 2017","Dec 21, 2017",4 days,1,16/17
Arjen Robben,17/18,Sciatica problems,"Dec 4, 2017","Dec 18, 2017",15 days,4,16/17
Arjen Robben,17/18,Torn muscle fiber,"Nov 23, 2017","Dec 11, 2017",19 days,4,16/17
Arjen Robben,17/18,influenza,"Sep 18, 2017","Sep 21, 2017",4 days,1,16/17
Arjen Robben,17/18,Calf strain,"Jul 6, 2017","Aug 10, 2017",36 days,1,16/17
Arjen Robben,16/17,Thigh problems,"Nov 14, 2016","Nov 24, 2016",11 days,2,15/16
Jérôme Boateng,24/25,unknown injury,"May 2, 2025","May 16, 2025",15 days,2,23/24
Jérôme Boateng,24/25,unknown injury,"Apr 10, 2025","Apr 21, 2025",12 days,2,23/24
Jérôme Boateng,24/25,Groin surgery,"Nov 28, 2024","Mar 15, 2025",108 days,11,23/24
Jérôme Boateng,24/25,Adductor pain,"Sep 9, 2024","Sep 30, 2024",22 days,4,23/24
Jérôme Boateng,24/25,Adductor pain,"Jul 25, 2024","Aug 16, 2024",23 days,3,23/24
Jérôme Boateng,23/24,unknown injury,"Apr 20, 2024","Jun 13, 2024",55 days,6,22/23
Jérôme Boateng,23/24,unknown injury,"Feb 28, 2024","Mar 14, 2024",16 days,2,22/23
Jérôme Boateng,22/23,Knee injury,"Nov 7, 2022","Dec 31, 2022",55 days,2,21/22
Jérôme Boateng,22/23,Knock,"Aug 8, 2022","Sep 30, 2022",54 days,7,21/22
Jérôme Boateng,20/21,Capsular injury,"Mar 7, 2021","Mar 11, 2021",5 days,-,19/20
Jérôme Boateng,20/21,Torn muscle fiber,"Aug 23, 2020","Sep 10, 2020",19 days,1,19/20
Jérôme Boateng,19/20,Stomach flu,"Mar 2, 2020","Mar 5, 2020",4 days,1,18/19
Jérôme Boateng,19/20,muscle stiffness,"Dec 8, 2019","Dec 10, 2019",3 days,-,18/19
Jérôme Boateng,19/20,Ill,"Aug 21, 2019","Aug 25, 2019",5 days,1,18/19
Jérôme Boateng,18/19,Stomach flu,"Feb 18, 2019","Feb 21, 2019",4 days,1,17/18
Corentin Tolisso,23/24,Dead leg,"Feb 11, 2024","Mar 3, 2024",22 days,5,22/23
Corentin Tolisso,23/24,Calf injury,"Nov 22, 2023","Dec 10, 2023",19 days,4,22/23
Corentin Tolisso,23/24,Ankle injury,"Aug 18, 2023","Aug 25, 2023",8 days,1,22/23
Corentin Tolisso,22/23,Calf injury,"Feb 17, 2023","Feb 28, 2023",12 days,3,21/22
Corentin Tolisso,22/23,Strain in the thigh and gluteal muscles,"Dec 29, 2022","Jan 10, 2023",13 days,2,21/22
Corentin Tolisso,22/23,Strain in the thigh and gluteal muscles,"Oct 17, 2022","Nov 15, 2022",30 days,4,21/22
Corentin Tolisso,22/23,Dead leg,"Oct 1, 2022","Oct 3, 2022",3 days,1,21/22
Corentin Tolisso,21/22,Torn muscle fiber,"Apr 4, 2022","Apr 28, 2022",25 days,5,20/21
Corentin Tolisso,21/22,Torn muscle fiber,"Feb 21, 2022","Mar 14, 2022",22 days,4,20/21
Corentin Tolisso,21/22,Corona virus,"Dec 30, 2021","Jan 13, 2022",15 days,1,20/21
Corentin Tolisso,21/22,minor knock,"Dec 13, 2021","Dec 16, 2021",4 days,1,20/21
Corentin Tolisso,21/22,Calf problems,"Sep 1, 2021","Oct 10, 2021",40 days,10,20/21
Corentin Tolisso,21/22,Corona virus,"Jul 26, 2021","Aug 6, 2021",12 days,-,20/21
Corentin Tolisso,20/21,Tendon rupture,"Feb 18, 2021","May 11, 2021",83 days,18,19/20
Corentin Tolisso,20/21,muscular problems,"Jan 22, 2021","Feb 3, 2021",13 days,2,19/20
Renato Sanches,24/25,Muscle injury,"Apr 3, 2025","May 20, 2025",48 days,9,23/24
Renato Sanches,24/25,Muscle injury,"Jan 13, 2025","Mar 2, 2025",49 days,12,23/24
Renato Sanches,24/25,Muscle injury,"Nov 20, 2024","Jan 3, 2025",45 days,9,23/24
Renato Sanches,24/25,Hamstring injury,"Sep 10, 2024","Oct 13, 2024",34 days,5,23/24
Renato Sanches,23/24,Fever,"May 12, 2024","May 27, 2024",16 days,3,22/23
Renato Sanches,23/24,Muscle fatigue,"Mar 8, 2024","Mar 29, 2024",22 days,3,22/23
Renato Sanches,23/24,Ankle sprain,"Jan 4, 2024","Jan 31, 2024",28 days,5,22/23
Renato Sanches,23/24,influenza,"Dec 23, 2023","Dec 27, 2023",5 days,1,22/23
Renato Sanches,23/24,Muscle fatigue,"Nov 23, 2023","Nov 30, 2023",8 days,2,22/23
Renato Sanches,23/24,Hamstring strain,"Sep 21, 2023","Nov 4, 2023",45 days,9,22/23
Renato Sanches,23/24,muscular problems,"Aug 24, 2023","Sep 14, 2023",22 days,2,22/23
Renato Sanches,22/23,Adductor pain,"Apr 9, 2023","May 5, 2023",27 days,3,21/22
Renato Sanches,22/23,Hamstring injury,"Feb 5, 2023","Mar 6, 2023",30 days,6,21/22
Renato Sanches,22/23,bruise,"Dec 21, 2022","Jan 14, 2023",25 days,4,21/22
Renato Sanches,22/23,Muscle injury,"Oct 2, 2022","Oct 15, 2022",14 days,3,21/22
Kingsley Coman,24/25,Fitness,"Mar 25, 2025","Apr 9, 2025",16 days,3,23/24
Kingsley Coman,24/25,Knock,"Mar 12, 2025","Mar 24, 2025",13 days,1,23/24
Kingsley Coman,24/25,Rest,"Mar 7, 2025","Mar 9, 2025",3 days,1,23/24
Kingsley Coman,24/25,Torn muscle fiber,"Dec 8, 2024","Dec 31, 2024",24 days,3,23/24
Kingsley Coman,23/24,Adductor injury,"Apr 14, 2024","Jun 1, 2024",49 days,8,22/23
Kingsley Coman,23/24,muscular problems,"Apr 4, 2024","Apr 8, 2024",5 days,1,22/23
Kingsley Coman,23/24,Knee medial ligament tear,"Jan 28, 2024","Mar 18, 2024",51 days,9,22/23
Kingsley Coman,23/24,Torn muscle fiber,"Dec 13, 2023","Jan 2, 2024",21 days,2,22/23
Kingsley Coman,23/24,muscular problems,"Sep 14, 2023","Sep 17, 2023",4 days,1,22/23
Kingsley Coman,22/23,Knock,"Feb 15, 2023","Feb 20, 2023",6 days,1,21/22
Kingsley Coman,22/23,Torn muscle fiber,"Sep 8, 2022","Oct 6, 2022",29 days,7,21/22
Kingsley Coman,21/22,muscular problems,"Apr 14, 2022","Apr 21, 2022",8 days,1,20/21
Kingsley Coman,21/22,muscular problems,"Feb 17, 2022","Feb 24, 2022",8 days,1,20/21
Kingsley Coman,21/22,Corona virus,"Dec 30, 2021","Jan 17, 2022",19 days,2,20/21
Kingsley Coman,21/22,Torn muscle fiber,"Dec 16, 2021","Dec 30, 2021",15 days,1,20/21
Robert Lewandowski,24/25,Muscle injury,"Apr 19, 2025","May 5, 2025",17 days,5,23/24
Robert Lewandowski,24/25,Lumbar vertebra problems,"Nov 10, 2024","Nov 20, 2024",11 days,3,23/24
Robert Lewandowski,24/25,Torn muscle fiber,"Jun 11, 2024","Jun 21, 2024",11 days,2,23/24
Robert Lewandowski,23/24,Ankle injury,"Oct 5, 2023","Oct 27, 2023",23 days,5,22/23
Robert Lewandowski,22/23,Hamstring injury,"Feb 27, 2023","Mar 11, 2023",13 days,2,21/22
Robert Lewandowski,21/22,Rest,"Aug 24, 2021","Aug 25, 2021",2 days,1,20/21
Robert Lewandowski,20/21,Ligament stretching,"Mar 29, 2021","Apr 21, 2021",24 days,7,19/20
Robert Lewandowski,20/21,Rest,"Oct 30, 2020","Nov 1, 2020",3 days,1,19/20
Robert Lewandowski,19/20,Shin injury,"Feb 26, 2020","Mar 25, 2020",29 days,3,18/19
Robert Lewandowski,19/20,Groin surgery,"Dec 21, 2019","Jan 16, 2020",27 days,1,18/19
Robert Lewandowski,17/18,Rest,"Mar 12, 2018","Mar 12, 2018",1 days,-,16/17
Robert Lewandowski,17/18,Patellar tendon problems,"Jan 1, 2018","Jan 15, 2018",15 days,1,16/17
Robert Lewandowski,17/18,Hamstring injury,"Nov 9, 2017","Nov 16, 2017",8 days,2,16/17
Robert Lewandowski,17/18,muscular problems,"Oct 30, 2017","Nov 2, 2017",4 days,1,16/17
Robert Lewandowski,16/17,Shoulder injury,"Apr 10, 2017","Apr 17, 2017",8 days,2,15/16
Serge Gnabry,24/25,cold,"Feb 6, 2025","Feb 9, 2025",4 days,1,23/24
Serge Gnabry,24/25,Knee problems,"Dec 6, 2024","Dec 31, 2024",26 days,4,23/24
Serge Gnabry,24/25,Knee problems,"Nov 29, 2024","Dec 2, 2024",4 days,1,23/24
Serge Gnabry,24/25,Fitness,"Jun 26, 2024","Jul 24, 2024",29 days,2,23/24
Serge Gnabry,23/24,Torn muscle bundle,"May 9, 2024","Jun 25, 2024",48 days,7,22/23
Serge Gnabry,23/24,Torn muscle fiber,"Apr 10, 2024","Apr 29, 2024",20 days,4,22/23
Serge Gnabry,23/24,Muscle injury,"Dec 10, 2023","Mar 4, 2024",86 days,13,22/23
Serge Gnabry,23/24,Ill,"Oct 26, 2023","Oct 30, 2023",5 days,1,22/23
Serge Gnabry,23/24,Forearm fracture,"Sep 27, 2023","Oct 25, 2023",29 days,7,22/23
Serge Gnabry,23/24,Hip problems,"Aug 18, 2023","Aug 25, 2023",8 days,1,22/23
Serge Gnabry,22/23,Ankle problems,"Jun 1, 2023","Jun 30, 2023",30 days,3,21/22
Serge Gnabry,22/23,Capsular injury,"Oct 10, 2022","Oct 13, 2022",4 days,1,21/22
Serge Gnabry,22/23,Hand injury,"Aug 15, 2022","Aug 22, 2022",8 days,1,21/22
Serge Gnabry,21/22,influenza,"Mar 21, 2022","Mar 31, 2022",11 days,2,20/21
Serge Gnabry,21/22,Adductor pain,"Dec 6, 2021","Dec 9, 2021",4 days,1,20/21
Meritan Shabani,23/24,Cruciate ligament tear,"Oct 9, 2023","Jun 30, 2024",266 days,30,22/23
Meritan Shabani,23/24,Adductor injury,"Jul 26, 2023","Aug 24, 2023",30 days,4,22/23
Meritan Shabani,22/23,unknown injury,"Feb 9, 2023","Feb 16, 2023",8 days,1,21/22
Meritan Shabani,20/21,Cruciate ligament injury,"Mar 18, 2021","Apr 26, 2022",405 days,44,19/20
Meritan Shabani,19/20,Cruciate ligament tear,"Sep 25, 2019","Sep 11, 2020",353 days,22,18/19
Meritan Shabani,18/19,muscular problems,"Mar 10, 2019","Mar 25, 2019",16 days,2,17/18
Meritan Shabani,18/19,Ill,"Jul 11, 2018","Jul 18, 2018",8 days,2,17/18
Meritan Shabani,17/18,Inguinal hernia,"Jul 14, 2017","Sep 7, 2017",56 days,6,16/17
Niklas Süle,24/25,bruise,"Mar 30, 2025","Apr 7, 2025",9 days,2,23/24
Niklas Süle,24/25,Syndesmotic ligament tear,"Dec 8, 2024","Feb 6, 2025",61 days,10,23/24
Niklas Süle,24/25,Ankle problems,"Oct 23, 2024","Nov 28, 2024",37 days,7,23/24
Niklas Süle,24/25,Stomach flu,"Oct 13, 2024","Oct 19, 2024",7 days,1,23/24
Niklas Süle,23/24,Ill,"Feb 20, 2024","Feb 27, 2024",8 days,2,22/23
Niklas Süle,23/24,Ill,"Nov 27, 2023","Dec 7, 2023",11 days,3,22/23
Niklas Süle,22/23,Muscle injury,"Aug 1, 2022","Aug 19, 2022",19 days,2,21/22
Niklas Süle,21/22,influenza,"Apr 7, 2022","Apr 21, 2022",15 days,3,20/21
Niklas Süle,21/22,Torn muscle fiber,"Mar 17, 2022","Mar 28, 2022",12 days,2,20/21
Niklas Süle,21/22,Back problems,"Jan 3, 2022","Jan 6, 2022",4 days,-,20/21
Niklas Süle,21/22,Back problems,"Dec 16, 2021","Dec 20, 2021",5 days,1,20/21
Niklas Süle,21/22,Corona virus,"Nov 8, 2021","Nov 25, 2021",18 days,4,20/21
Niklas Süle,21/22,Hip flexor problems,"Nov 1, 2021","Nov 4, 2021",4 days,1,20/21
Niklas Süle,20/21,Torn muscle fiber,"Apr 8, 2021","Apr 26, 2021",19 days,5,19/20
Niklas Süle,20/21,Hamstring strain,"Mar 22, 2021","Mar 25, 2021",4 days,1,19/20
Paco Alcácer,21/22,Muscle injury,"Dec 16, 2021","Apr 1, 2022",107 days,16,20/21
Paco Alcácer,20/21,Muscle injury,"Dec 7, 2020","Jan 7, 2021",32 days,8,19/20
Paco Alcácer,20/21,Achilles tendon problems,"Nov 9, 2020","Dec 5, 2020",27 days,4,19/20
Paco Alcácer,19/20,Muscle injury,"Jul 6, 2020","Jul 13, 2020",8 days,2,18/19
Paco Alcácer,19/20,Knee injury,"Nov 23, 2019","Dec 3, 2019",11 days,2,18/19
Paco Alcácer,19/20,Achilles tendon irritation,"Sep 29, 2019","Oct 29, 2019",31 days,7,18/19
Paco Alcácer,18/19,Arm injury,"Mar 31, 2019","Apr 7, 2019",8 days,1,17/18
Paco Alcácer,18/19,strain,"Mar 15, 2019","Mar 27, 2019",13 days,3,17/18
Paco Alcácer,18/19,Shoulder injury,"Feb 11, 2019","Feb 16, 2019",6 days,1,17/18
Paco Alcácer,18/19,Strain in the thigh and gluteal muscles,"Dec 22, 2018","Jan 15, 2019",25 days,-,17/18
Paco Alcácer,18/19,Thigh problems,"Oct 21, 2018","Oct 30, 2018",10 days,2,17/18
Paco Alcácer,18/19,muscular problems,"Sep 15, 2018","Sep 24, 2018",10 days,2,17/18
Paco Alcácer,18/19,muscular problems,"Aug 28, 2018","Sep 12, 2018",16 days,3,17/18
Paco Alcácer,17/18,Muscle injury,"Dec 18, 2017","Jan 24, 2018",38 days,7,16/17
Paco Alcácer,17/18,flu,"Sep 11, 2017","Sep 18, 2017",8 days,2,16/17
Julian Weigl,24/25,Adductor pain,"Mar 17, 2025","Mar 24, 2025",8 days,-,23/24
Julian Weigl,23/24,strain,"Dec 1, 2023","Dec 4, 2023",4 days,1,22/23
Julian Weigl,23/24,Knee injury,"Oct 10, 2023","Oct 17, 2023",8 days,-,22/23
Julian Weigl,22/23,bruise,"May 22, 2023","May 26, 2023",5 days,-,21/22
Julian Weigl,22/23,Syndesmosis ligament tear,"Feb 19, 2023","Apr 8, 2023",49 days,5,21/22
Julian Weigl,20/21,Corona virus,"Nov 19, 2020","Dec 1, 2020",13 days,3,19/20
Julian Weigl,19/20,influenza,"Feb 3, 2020","Feb 6, 2020",4 days,1,18/19
Julian Weigl,19/20,unknown injury,"Nov 28, 2019","Dec 3, 2019",6 days,1,18/19
Julian Weigl,18/19,infection,"Mar 7, 2019","Mar 13, 2019",7 days,1,17/18
Julian Weigl,18/19,infection,"Feb 11, 2019","Feb 16, 2019",6 days,1,17/18
Julian Weigl,17/18,Rest,"Oct 23, 2017","Oct 26, 2017",4 days,1,16/17
Julian Weigl,17/18,Dislocation fracture of the ankle joint,"May 22, 2017","Aug 28, 2017",99 days,12,16/17
Julian Weigl,16/17,Thigh problems,"Apr 6, 2017","Apr 10, 2017",5 days,1,15/16
Julian Weigl,16/17,bruise,"Mar 23, 2017","Mar 27, 2017",5 days,1,15/16
Julian Weigl,16/17,Adductor pain,"Mar 13, 2017","Mar 16, 2017",4 days,1,15/16
Manuel Akanji,24/25,Adductor injury,"Feb 12, 2025","Apr 13, 2025",61 days,13,23/24
Manuel Akanji,24/25,unknown injury,"Dec 4, 2024","Dec 20, 2024",17 days,4,23/24
Manuel Akanji,24/25,Adductor injury,"Nov 11, 2024","Nov 19, 2024",9 days,2,23/24
Manuel Akanji,23/24,unknown injury,"Jan 7, 2024","Jan 31, 2024",25 days,4,22/23
Manuel Akanji,21/22,minor knock,"Mar 28, 2022","Mar 31, 2022",4 days,1,20/21
Manuel Akanji,21/22,Torn muscle fiber,"Feb 18, 2022","Mar 17, 2022",28 days,5,20/21
Manuel Akanji,21/22,Calf problems,"Jan 23, 2022","Feb 1, 2022",10 days,-,20/21
Manuel Akanji,21/22,Knee surgery,"Dec 6, 2021","Jan 10, 2022",36 days,5,20/21
Manuel Akanji,20/21,Torn muscle fiber,"Feb 19, 2021","Mar 14, 2021",24 days,6,19/20
Manuel Akanji,20/21,Knee problems,"Dec 3, 2020","Dec 9, 2020",7 days,2,19/20
Manuel Akanji,20/21,Corona virus,"Oct 7, 2020","Oct 21, 2020",15 days,6,19/20
Manuel Akanji,19/20,muscular problems,"Jun 16, 2020","Jun 30, 2020",15 days,3,18/19
Manuel Akanji,18/19,Hip injury,"Jan 1, 2019","Feb 20, 2019",51 days,7,17/18
Manuel Akanji,18/19,Torn muscle fiber in the adductor area,"Dec 19, 2018","Dec 31, 2018",13 days,1,17/18
Manuel Akanji,18/19,Capsular injury,"Nov 29, 2018","Dec 5, 2018",7 days,1,17/18
Dan-Axel Zagadou,24/25,Outer ligament problems,"Sep 25, 2024","May 12, 2025",230 days,40,23/24
Dan-Axel Zagadou,24/25,Fitness,"Jul 1, 2024","Sep 2, 2024",64 days,4,23/24
Dan-Axel Zagadou,23/24,Cruciate ligament tear,"Jan 31, 2024","Jun 30, 2024",152 days,16,22/23
Dan-Axel Zagadou,22/23,Foot injury,"May 23, 2023","May 30, 2023",8 days,1,21/22
Dan-Axel Zagadou,22/23,Torn ankle ligaments,"Jan 5, 2023","Feb 3, 2023",30 days,4,21/22
Dan-Axel Zagadou,22/23,influenza,"Nov 3, 2022","Nov 7, 2022",5 days,1,21/22
Dan-Axel Zagadou,22/23,Ill,"Oct 17, 2022","Oct 20, 2022",4 days,1,21/22
Dan-Axel Zagadou,21/22,Torn muscle fiber,"Feb 21, 2022","Mar 17, 2022",25 days,4,20/21
Dan-Axel Zagadou,21/22,Corona virus,"Dec 30, 2021","Jan 17, 2022",19 days,2,20/21
Dan-Axel Zagadou,20/21,Knee surgery,"Mar 18, 2021","Sep 30, 2021",197 days,23,19/20
Dan-Axel Zagadou,20/21,Torn muscle fiber,"Jan 14, 2021","Feb 22, 2021",40 days,9,19/20
Dan-Axel Zagadou,20/21,Torn lateral knee ligament,"Aug 13, 2020","Nov 30, 2020",110 days,15,19/20
Dan-Axel Zagadou,19/20,Torn lateral knee ligament,"Apr 13, 2020","Jun 18, 2020",67 days,7,18/19
Dan-Axel Zagadou,19/20,Muscle fiber tear,"Jan 16, 2020","Jan 27, 2020",12 days,2,18/19
Dan-Axel Zagadou,18/19,Knee problems,"Apr 15, 2019","May 16, 2019",32 days,4,17/18
Roman Bürki,24/25,Broken hand,"Mar 13, 2025","May 13, 2025",62 days,10,23/24
Roman Bürki,20/21,cold,"Apr 20, 2021","Apr 23, 2021",4 days,1,19/20
Roman Bürki,20/21,Shoulder injury,"Jan 29, 2021","Feb 21, 2021",24 days,6,19/20
Roman Bürki,20/21,infection,"Sep 29, 2020","Oct 4, 2020",6 days,2,19/20
Roman Bürki,20/21,Hip problems,"Sep 12, 2020","Sep 15, 2020",4 days,1,19/20
Roman Bürki,19/20,infection,"Oct 25, 2019","Oct 31, 2019",7 days,2,18/19
Roman Bürki,19/20,Cut,"Aug 1, 2019","Aug 18, 2019",18 days,3,18/19
Roman Bürki,18/19,Thigh problems,"May 10, 2019","May 16, 2019",7 days,3,17/18
Roman Bürki,18/19,infection,"Feb 4, 2019","Feb 6, 2019",3 days,1,17/18
Roman Bürki,18/19,Thigh problems,"Nov 8, 2018","Nov 19, 2018",12 days,8,17/18
Roman Bürki,18/19,Adductor pain,"Oct 8, 2018","Oct 16, 2018",9 days,10,17/18
Roman Bürki,18/19,muscular problems,"Sep 1, 2018","Sep 12, 2018",12 days,8,17/18
Roman Bürki,17/18,cold,"Jan 4, 2018","Jan 11, 2018",8 days,-,16/17
Roman Bürki,17/18,Head injury,"Nov 23, 2017","Nov 30, 2017",8 days,1,16/17
Roman Bürki,17/18,Tooth infection,"Oct 2, 2017","Oct 12, 2017",11 days,10,16/17
Achraf Hakimi,22/23,Hamstring injury,"Feb 15, 2023","Mar 6, 2023",20 days,3,21/22
Achraf Hakimi,21/22,Hamstring injury,"Feb 24, 2022","Mar 8, 2022",13 days,2,20/21
Achraf Hakimi,21/22,Corona virus,"Jul 16, 2021","Jul 30, 2021",15 days,-,20/21
Achraf Hakimi,20/21,Ankle problems,"Dec 13, 2020","Dec 16, 2020",4 days,2,19/20
Achraf Hakimi,20/21,Quarantine,"Oct 21, 2020","Oct 23, 2020",3 days,1,19/20
Achraf Hakimi,18/19,Metatarsal fracture,"Mar 31, 2019","Jun 5, 2019",67 days,7,17/18
André Schürrle,19/20,Ankle injury,"Feb 20, 2020","May 1, 2020",72 days,4,18/19
André Schürrle,19/20,bronchitis,"Sep 23, 2019","Oct 13, 2019",21 days,3,18/19
André Schürrle,18/19,Fitness,"Mar 11, 2019","Mar 18, 2019",8 days,1,17/18
André Schürrle,18/19,Virus,"Feb 20, 2019","Mar 10, 2019",19 days,4,17/18
André Schürrle,18/19,Knock,"Dec 1, 2018","Dec 5, 2018",5 days,2,17/18
André Schürrle,17/18,bruise,"Apr 8, 2018","Apr 9, 2018",2 days,1,16/17
André Schürrle,17/18,Knock,"Dec 11, 2017","Dec 18, 2017",8 days,2,16/17
André Schürrle,17/18,Torn muscle fiber,"Aug 17, 2017","Oct 23, 2017",68 days,12,16/17
André Schürrle,17/18,Back problems,"Jul 31, 2017","Aug 7, 2017",8 days,1,16/17
André Schürrle,16/17,Achilles tendon irritation,"Mar 27, 2017","May 22, 2017",57 days,12,15/16
André Schürrle,16/17,Inner ligament stretch of the knee,"Sep 29, 2016","Oct 27, 2016",29 days,7,15/16
André Schürrle,16/17,Inner ligament stretch of the knee,"Sep 12, 2016","Sep 22, 2016",11 days,3,15/16
André Schürrle,16/17,Back problems,"Aug 29, 2016","Sep 5, 2016",8 days,2,15/16
André Schürrle,15/16,Hamstring strain,"Feb 18, 2016","Feb 25, 2016",8 days,1,14/15
André Schürrle,15/16,Adductor pain,"Feb 1, 2016","Feb 11, 2016",11 days,1,14/15
Christian Pulisic,24/25,Muscle fatigue,"Jan 14, 2025","Jan 21, 2025",8 days,3,23/24
Christian Pulisic,24/25,Calf problems,"Dec 6, 2024","Jan 1, 2025",27 days,5,23/24
Christian Pulisic,23/24,Contracture,"Nov 7, 2023","Nov 20, 2023",14 days,3,22/23
Christian Pulisic,23/24,Thigh problems,"Oct 29, 2023","Nov 7, 2023",10 days,3,22/23
Christian Pulisic,22/23,Knee problems,"Jan 5, 2023","Mar 5, 2023",60 days,13,21/22
Christian Pulisic,21/22,Ill,"Mar 6, 2022","Mar 13, 2022",8 days,2,20/21
Christian Pulisic,21/22,Ankle injury,"Sep 9, 2021","Oct 31, 2021",53 days,15,20/21
Christian Pulisic,21/22,Corona virus,"Aug 18, 2021","Aug 30, 2021",13 days,2,20/21
Christian Pulisic,20/21,Muscle injury,"Nov 3, 2020","Nov 27, 2020",25 days,6,19/20
Christian Pulisic,20/21,Quarantine,"Oct 31, 2020","Nov 3, 2020",4 days,1,19/20
Christian Pulisic,20/21,Hamstring injury,"Aug 2, 2020","Oct 4, 2020",64 days,7,19/20
Christian Pulisic,20/21,Calf strain,"Aug 1, 2020","Aug 22, 2020",22 days,2,19/20
Christian Pulisic,19/20,Calf injury,"Jun 29, 2020","Jun 30, 2020",2 days,-,18/19
Christian Pulisic,19/20,Adductor injury,"Jan 2, 2020","Jun 6, 2020",157 days,13,18/19
Christian Pulisic,19/20,Muscle contusion,"Dec 28, 2019","Dec 31, 2019",4 days,1,18/19
