,player,season_1,had_major_injury_90,season_x,last_season,season_y,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG90,_merge,Unnamed: 0_y,short_name,long_name,player_positions,height_cm,weight_kg,work_rate,body_type,pace,shooting,passing,dribbling,defending,physic,movement_acceleration,movement_sprint_speed,movement_reactions,movement_balance,power_stamina,power_strength,season_2,matched_short_name
4343,Nathan Aké,18/19,False,18/19,17/18,17/18,NED,DF,22.0,1995.0,38.0,37.0,3353,37.3,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,1.4,1.4,1.9,3.4,14.0,96.0,10.0,0.05,0.08,0.13,0.05,0.13,0.04,0.05,0.09,0.04,0.09,both,1890.0,N. Aké,Nathan Aké,"CB, LB",180.0,75.0,Medium/Medium,Lean (170-185),76.0,49.0,67.0,66.0,75.0,74.0,75.0,76.0,73.0,63.0,75.0,76.0,18/19,Nathan Aké
4344,Nathan Aké,19/20,False,19/20,18/19,18/19,NED,DF,23.0,1995.0,38.0,38.0,3411,37.9,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.4,3.4,1.0,4.4,20.0,98.0,25.0,0.11,0.0,0.11,0.11,0.11,0.09,0.03,0.11,0.09,0.11,both,661.0,N. Aké,Nathan Aké,CB,180.0,75.0,Medium/High,Lean (170-185),74.0,52.0,69.0,70.0,79.0,74.0,75.0,74.0,79.0,69.0,73.0,75.0,19/20,Nathan Aké
4345,Nathan Aké,20/21,False,20/21,19/20,19/20,NED,DF,24.0,1995.0,29.0,29.0,2503,27.8,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,2.2,5.1,12.0,81.0,7.0,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.18,0.11,0.18,both,514.0,N. Aké,Nathan Aké,CB,180.0,75.0,Medium/High,Lean (170-185),75.0,53.0,70.0,71.0,81.0,77.0,75.0,75.0,79.0,69.0,75.0,78.0,20/21,Nathan Aké
4346,Nathan Aké,22/23,False,22/23,21/22,21/22,NED,DF,26.0,1995.0,14.0,10.0,923,10.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.2,12.0,57.0,8.0,0.2,0.0,0.2,0.2,0.2,0.07,0.06,0.12,0.07,0.12,both,745.0,N. Aké,Nathan Aké,CB,180.0,75.0,Medium/High,Normal (170-185),76.0,53.0,70.0,71.0,80.0,75.0,80.0,73.0,76.0,68.0,74.0,76.0,22/23,Nathan Aké
4347,Nathan Aké,23/24,False,23/24,22/23,22/23,NED,DF,27.0,1995.0,26.0,22.0,1873,20.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,0.7,2.3,25.0,140.0,30.0,0.05,0.0,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11,both,5345.0,N. Aké,Nathan Aké,"CB, CDM",180.0,75.0,High/Medium,Lean (170-185),77.0,48.0,63.0,65.0,66.0,66.0,77.0,77.0,72.0,63.0,64.0,67.0,23/24,Nathan Aké
4348,Nathan Aké,24/25,False,24/25,23/24,23/24,NED,DF,28.0,1995.0,29.0,24.0,2042,22.7,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,1.2,3.7,24.0,116.0,18.0,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,both,299.0,N. Aké,Nathan Aké,"CB, LB",180.0,75.0,Medium/High,Normal (170-185),75.0,53.0,72.0,74.0,82.0,77.0,78.0,72.0,81.0,68.0,71.0,78.0,24/25,Nathan Aké
4349,Nathaniel Clyne,18/19,False,18/19,17/18,17/18,ENG,"DF,FW",26.0,1991.0,3.0,2.0,174,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,both,248.0,N. Clyne,Nathaniel Edwin Clyne,RB,175.0,67.0,High/Medium,Normal (170-185),83.0,61.0,71.0,77.0,80.0,76.0,82.0,83.0,76.0,76.0,87.0,71.0,18/19,Nathaniel Clyne
4350,Nathaniel Clyne,19/20,True,19/20,18/19,18/19,ENG,DF,27.0,1991.0,14.0,13.0,1143,12.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.3,14.0,39.0,32.0,0.0,0.08,0.08,0.0,0.08,0.01,0.01,0.02,0.01,0.02,both,464.0,N. Clyne,Nathaniel Edwin Clyne,RB,175.0,67.0,High/Medium,Normal (170-185),78.0,61.0,70.0,77.0,79.0,71.0,77.0,78.0,75.0,75.0,76.0,67.0,19/20,Nathaniel Clyne
4351,Nathaniel Clyne,19/20,True,19/20,18/19,18/19,ENG,DF,27.0,1991.0,4.0,1.0,111,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,both,464.0,N. Clyne,Nathaniel Edwin Clyne,RB,175.0,67.0,High/Medium,Normal (170-185),78.0,61.0,70.0,77.0,79.0,71.0,77.0,78.0,75.0,75.0,76.0,67.0,19/20,Nathaniel Clyne
4352,Nayef Aguerd,19/20,False,19/20,18/19,18/19,MAR,DF,22.0,1996.0,13.0,12.0,1050,11.7,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,1.5,1.5,0.1,1.6,11.0,32.0,3.0,0.26,0.0,0.26,0.26,0.26,0.13,0.01,0.14,0.13,0.14,both,9734.0,N. Aguerd,Nayef Aguerd,CB,188.0,76.0,Medium/Medium,Lean (185+),58.0,43.0,53.0,56.0,64.0,68.0,51.0,63.0,64.0,52.0,64.0,71.0,19/20,Nayef Aguerd
4353,Nayef Aguerd,20/21,False,20/21,19/20,19/20,MAR,DF,23.0,1996.0,11.0,11.0,957,10.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,27.0,0.0,0.09,0.0,0.09,0.09,0.09,0.03,0.0,0.03,0.03,0.03,both,8698.0,N. Aguerd,Nayef Aguerd,CB,188.0,76.0,Medium/Medium,Lean (185+),57.0,45.0,54.0,59.0,65.0,67.0,51.0,62.0,64.0,52.0,64.0,69.0,20/21,Nayef Aguerd
4354,Nayef Aguerd,21/22,False,21/22,20/21,20/21,MAR,DF,24.0,1996.0,35.0,35.0,3147,35.0,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,3.2,3.2,0.7,4.0,14.0,136.0,2.0,0.09,0.03,0.11,0.09,0.11,0.09,0.02,0.11,0.09,0.11,both,8262.0,N. Aguerd,Nayef Aguerd,CB,188.0,76.0,Medium/Medium,Lean (185+),51.0,45.0,52.0,57.0,66.0,71.0,42.0,58.0,62.0,50.0,67.0,74.0,21/22,Nayef Aguerd
4355,Nayef Aguerd,22/23,True,22/23,21/22,21/22,MAR,DF,25.0,1996.0,31.0,31.0,2735,30.4,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.1,2.1,0.3,2.4,11.0,101.0,1.0,0.07,0.07,0.13,0.07,0.13,0.07,0.01,0.08,0.07,0.08,both,1445.0,N. Aguerd,Nayef Aguerd,CB,188.0,76.0,Medium/Medium,Lean (185+),60.0,45.0,60.0,61.0,76.0,77.0,57.0,62.0,74.0,56.0,78.0,75.0,22/23,Nayef Aguerd
4356,Nayef Aguerd,23/24,False,23/24,22/23,22/23,MAR,DF,26.0,1996.0,18.0,17.0,1595,17.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.2,2.2,0.5,2.7,2.0,25.0,4.0,0.11,0.0,0.11,0.11,0.11,0.13,0.03,0.15,0.13,0.15,both,78089.0,N. Aguerd,Nayef Aguerd,CB,188.0,76.0,Medium/Medium,Lean (185+),58.0,43.0,53.0,56.0,64.0,68.0,51.0,63.0,64.0,52.0,64.0,71.0,23/24,Nayef Aguerd
4357,Neco Williams,20/21,False,20/21,19/20,19/20,WAL,DF,18.0,2001.0,6.0,3.0,230,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,10.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,both,,,,,,,,,,,,,,,,,,,,,,
4358,Neco Williams,22/23,False,22/23,21/22,21/22,WAL,DF,20.0,2001.0,1.0,0.0,8,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.0,2.0,0.0,11.25,11.25,0.0,11.25,0.0,7.82,7.82,0.0,7.82,both,7212.0,N. Williams,Neco Williams,RB,183.0,72.0,Medium/Medium,Lean (170-185),74.0,36.0,61.0,68.0,63.0,59.0,76.0,73.0,66.0,78.0,64.0,56.0,22/23,Neco Williams
4359,Neco Williams,23/24,False,23/24,22/23,22/23,WAL,DF,21.0,2001.0,31.0,20.0,1882,20.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,1.4,2.7,51.0,33.0,67.0,0.05,0.0,0.05,0.05,0.05,0.06,0.07,0.13,0.06,0.13,both,113118.0,N. Williams,Neco Williams,RB,178.0,69.0,High/Medium,Lean (170-185),75.0,36.0,60.0,68.0,63.0,55.0,77.0,74.0,63.0,78.0,62.0,48.0,23/24,Neco Williams
4360,Neco Williams,24/25,False,24/25,23/24,23/24,WAL,DF,22.0,2001.0,26.0,18.0,1637,18.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,1.6,2.5,48.0,47.0,86.0,0.0,0.05,0.05,0.0,0.05,0.04,0.09,0.13,0.04,0.13,both,1846.0,N. Williams,Neco Williams,"RWB, RB, LWB",183.0,72.0,Medium/Medium,Lean (170-185),74.0,46.0,67.0,72.0,69.0,63.0,74.0,74.0,70.0,73.0,72.0,57.0,24/25,Neco Williams
4361,Nelson Weiper,23/24,True,23/24,22/23,22/23,GER,"FW,DF",17.0,2005.0,9.0,0.0,99,1.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,0.1,1.8,5.0,1.0,19.0,1.82,0.0,1.82,1.82,1.82,1.52,0.13,1.65,1.52,1.65,both,158386.0,N. Weiper,Nelson Weiper,ST,192.0,81.0,Medium/Medium,Lean (185+),59.0,61.0,43.0,57.0,21.0,64.0,55.0,63.0,58.0,38.0,53.0,70.0,23/24,Nelson Weiper
4362,Nelson Weiper,24/25,False,24/25,23/24,23/24,GER,"FW,MF",18.0,2005.0,5.0,1.0,124,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6,6.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.46,0.35,0.46,both,8331.0,N. Weiper,Nelson Felix Patrick Weiper,ST,191.0,82.0,Medium/Medium,Lean (185+),66.0,65.0,46.0,65.0,25.0,68.0,64.0,68.0,64.0,56.0,56.0,74.0,24/25,Nelson Weiper
4363,Nemanja Gudelj,23/24,False,23/24,22/23,22/23,SRB,"DF,MF",30.0,1991.0,34.0,31.0,2779,30.9,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,1.7,1.7,0.4,2.1,29.0,110.0,6.0,0.1,0.03,0.13,0.1,0.13,0.06,0.01,0.07,0.06,0.07,both,87511.0,N. Gudelj,Nemanja Gudelj,"CDM, CM",187.0,73.0,Medium/Medium,Normal (185+),63.0,70.0,75.0,67.0,73.0,85.0,61.0,65.0,72.0,57.0,90.0,85.0,23/24,Nemanja Gudelj
4364,Nemanja Gudelj,24/25,False,24/25,23/24,23/24,SRB,"DF,MF",31.0,1991.0,22.0,20.0,1742,19.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.4,1.2,23.0,73.0,5.0,0.05,0.05,0.1,0.05,0.1,0.04,0.02,0.06,0.04,0.06,both,441.0,N. Gudelj,Nemanja Gudelj,"CB, CDM",187.0,79.0,Medium/Medium,Normal (185+),55.0,73.0,78.0,70.0,79.0,85.0,52.0,57.0,79.0,50.0,80.0,88.0,24/25,Nemanja Gudelj
4365,Nemanja Radoja,20/21,False,20/21,19/20,19/20,SRB,MF,26.0,1993.0,26.0,22.0,1993,22.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.6,17.0,96.0,30.0,0.05,0.0,0.05,0.05,0.05,0.0,0.03,0.03,0.0,0.03,both,,,,,,,,,,,,,,,,,,,,,,
4366,Nemanja Radoja,22/23,False,22/23,21/22,21/22,SRB,MF,28.0,1993.0,19.0,17.0,1214,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.1,9.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,both,1776.0,N. Radoja,Nemanja Radoja,CM,186.0,77.0,Medium/Medium,Normal (185+),61.0,61.0,71.0,74.0,74.0,75.0,59.0,62.0,75.0,65.0,74.0,78.0,22/23,Nemanja Radoja
4367,Nemanja Radonjić,19/20,False,19/20,18/19,18/19,SRB,"FW,MF",22.0,1996.0,17.0,7.0,681,7.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.2,1.3,28.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0,0.15,0.02,0.17,0.15,0.17,both,,,,,,,,,,,,,,,,,,,,,,
4368,Nemanja Radonjić,20/21,False,20/21,19/20,19/20,SRB,"FW,MF",23.0,1996.0,21.0,8.0,880,9.8,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,3.3,3.3,1.2,4.5,54.0,45.0,115.0,0.51,0.1,0.61,0.51,0.61,0.34,0.12,0.46,0.34,0.46,both,3279.0,N. Radonjić,Nemanja Radonjić,"LW, RW",185.0,76.0,Medium/Medium,Lean (185+),80.0,67.0,70.0,74.0,29.0,56.0,86.0,75.0,73.0,64.0,66.0,57.0,20/21,Nemanja Radonjić
4369,Nemanja Radonjić,21/22,False,21/22,20/21,20/21,SRB,FW,24.0,1996.0,12.0,4.0,396,4.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.3,1.9,20.0,10.0,39.0,0.45,0.23,0.68,0.45,0.68,0.37,0.07,0.44,0.37,0.44,both,2467.0,N. Radonjić,Nemanja Radonjić,"LW, RW",185.0,76.0,High/Low,Lean (185+),82.0,71.0,71.0,75.0,30.0,60.0,83.0,81.0,73.0,62.0,67.0,64.0,21/22,Nemanja Radonjić
4370,Nemanja Radonjić,21/22,False,21/22,20/21,20/21,SRB,"FW,MF",24.0,1996.0,12.0,5.0,611,6.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,1.0,2.9,40.0,31.0,77.0,0.15,0.29,0.44,0.15,0.44,0.29,0.15,0.43,0.29,0.43,both,2467.0,N. Radonjić,Nemanja Radonjić,"LW, RW",185.0,76.0,High/Low,Lean (185+),82.0,71.0,71.0,75.0,30.0,60.0,83.0,81.0,73.0,62.0,67.0,64.0,21/22,Nemanja Radonjić
4371,Nemanja Radonjić,22/23,False,22/23,21/22,21/22,SRB,FW,25.0,1996.0,1.0,0.0,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,both,,,,,,,,,,,,,,,,,,,,,,
4372,Nemanja Radonjić,23/24,False,23/24,22/23,22/23,SRB,"MF,FW",26.0,1996.0,28.0,16.0,1461,16.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0,1.7,6.6,86.0,42.0,163.0,0.12,0.12,0.25,0.12,0.25,0.31,0.1,0.41,0.31,0.41,both,89720.0,N. Radonjić,Nemanja Radonjić,"LW, RW",185.0,76.0,Medium/Medium,Lean (185+),80.0,67.0,70.0,74.0,29.0,56.0,86.0,75.0,73.0,64.0,66.0,57.0,23/24,Nemanja Radonjić
4373,Neto,18/19,False,18/19,17/18,17/18,BRA,GK,28.0,1989.0,33.0,33.0,2970,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,3276.0,Luiz Araújo,Luiz de Araujo Guimarães Neto,"LW, RW, CAM",175.0,70.0,High/Medium,Lean (170-185),84.0,62.0,70.0,77.0,41.0,50.0,83.0,85.0,77.0,78.0,58.0,43.0,18/19,Neto
4374,Neto,19/20,False,19/20,18/19,18/19,BRA,GK,29.0,1989.0,34.0,34.0,3060,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2578.0,Luiz Araújo,Luiz de Araujo Guimarães Neto,LM,175.0,70.0,High/Medium,Normal (170-185),89.0,62.0,68.0,78.0,38.0,52.0,88.0,90.0,77.0,80.0,66.0,43.0,19/20,Neto
4375,Neto,20/21,False,20/21,19/20,19/20,BRA,GK,30.0,1989.0,2.0,2.0,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2070.0,Luiz Araújo,Luiz de Araujo Guimarães Neto,LM,175.0,70.0,High/Medium,Lean (170-185),89.0,63.0,68.0,79.0,38.0,52.0,88.0,90.0,78.0,78.0,66.0,43.0,20/21,Neto
4376,Neto,21/22,False,21/22,20/21,20/21,BRA,GK,31.0,1989.0,7.0,7.0,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,1455.0,Luiz Araújo,Luiz de Araujo Guimarães Neto,"LM, RM",175.0,70.0,High/Medium,Lean (170-185),88.0,67.0,69.0,82.0,38.0,51.0,86.0,89.0,73.0,78.0,66.0,42.0,21/22,Neto
4377,Neto,22/23,False,22/23,21/22,21/22,BRA,GK,32.0,1989.0,3.0,3.0,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,both,,,,,,,,,,,,,,,,,,,,,,
4378,Neto,23/24,False,23/24,22/23,22/23,BRA,GK,33.0,1989.0,27.0,27.0,2385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,1122.0,Luís Neto,Luís Carlos Novo Neto,CB,187.0,71.0,Medium/Medium,Lean (185+),68.0,36.0,56.0,52.0,78.0,72.0,69.0,68.0,77.0,61.0,72.0,70.0,23/24,Neto
4379,Neto,23/24,False,23/24,22/23,22/23,BRA,GK,33.0,1989.0,27.0,27.0,2385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,26066.0,Cláudio Winck,Cláudio Winck Neto,RB,184.0,70.0,Medium/Medium,Lean (170-185),65.0,61.0,55.0,66.0,63.0,63.0,64.0,66.0,61.0,62.0,74.0,59.0,23/24,Neto
4380,Neto,23/24,False,23/24,22/23,22/23,BRA,GK,33.0,1989.0,27.0,27.0,2385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,39249.0,Sandeiro Leal,Sandeiro Luan Leal Neto,CAM,187.0,76.0,Medium/Medium,Lean (185+),68.0,70.0,66.0,68.0,47.0,64.0,66.0,70.0,64.0,60.0,67.0,62.0,23/24,Neto
4381,Neto,23/24,False,23/24,22/23,22/23,BRA,GK,33.0,1989.0,27.0,27.0,2385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,45071.0,Edardynho Neto,Eduardo Estevão Neto Heck,"CDM, CM",175.0,75.0,Medium/Medium,Normal (170-185),66.0,46.0,52.0,58.0,59.0,68.0,68.0,64.0,64.0,58.0,66.0,68.0,23/24,Neto
4382,Neto,23/24,False,23/24,22/23,22/23,BRA,GK,33.0,1989.0,27.0,27.0,2385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,53695.0,Luiz Araújo,Luiz de Araujo Guimarães Neto,"LW, RW, CAM",175.0,70.0,High/Medium,Lean (170-185),84.0,62.0,70.0,77.0,41.0,50.0,83.0,85.0,77.0,78.0,58.0,43.0,23/24,Neto
4383,Neto,23/24,False,23/24,22/23,22/23,BRA,GK,33.0,1989.0,27.0,27.0,2385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,57956.0,Claudiosa Paes,Claudiano Igor Paes Neto,"CDM, CB",177.0,74.0,Medium/High,Stocky (170-185),72.0,60.0,64.0,61.0,67.0,65.0,73.0,71.0,63.0,68.0,69.0,62.0,23/24,Neto
4384,Neto,23/24,False,23/24,22/23,22/23,BRA,GK,33.0,1989.0,27.0,27.0,2385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,60125.0,Jallyson Neto,Jallyson Caio Neto Jardim,LB,185.0,80.0,Medium/Medium,Normal (185+),63.0,49.0,62.0,53.0,64.0,74.0,65.0,61.0,74.0,58.0,87.0,73.0,23/24,Neto
4385,Neto,23/24,False,23/24,22/23,22/23,BRA,GK,33.0,1989.0,27.0,27.0,2385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,145745.0,Claudinho Vair,Claudiano Vair Paes Neto,RW,175.0,75.0,High/High,Stocky (170-185),79.0,63.0,71.0,74.0,49.0,62.0,81.0,77.0,73.0,75.0,78.0,67.0,23/24,Neto
4386,Neto Borges,23/24,False,23/24,22/23,22/23,BRA,DF,25.0,1996.0,33.0,33.0,2833,31.5,3.0,1.0,4.0,3.0,0.0,0.0,4.0,2.0,3.1,3.1,2.7,5.8,69.0,100.0,189.0,0.1,0.03,0.13,0.1,0.13,0.1,0.09,0.19,0.1,0.18,both,147179.0,Neto Borges,Vivaldo Borges dos Santos Neto,LB,183.0,84.0,High/Medium,Normal (170-185),72.0,50.0,64.0,71.0,66.0,78.0,71.0,72.0,74.0,59.0,77.0,84.0,23/24,Neto Borges
4387,Nick Pope,18/19,True,18/19,17/18,17/18,ENG,GK,25.0,1992.0,35.0,34.0,3115,34.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,both,,,,,,,,,,,,,,,,,,,,,,
4388,Nick Pope,20/21,False,20/21,19/20,19/20,ENG,GK,27.0,1992.0,38.0,38.0,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,both,,,,,,,,,,,,,,,,,,,,,,
4389,Nick Pope,21/22,False,21/22,20/21,20/21,ENG,GK,28.0,1992.0,32.0,32.0,2880,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,,,,,,,,,,,,,,,,,,,,,,
4390,Nick Pope,22/23,False,22/23,21/22,21/22,ENG,GK,29.0,1992.0,36.0,36.0,3240,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,,,,,,,,,,,,,,,,,,,,,,
4391,Nick Pope,23/24,True,23/24,22/23,22/23,ENG,GK,30.0,1992.0,37.0,37.0,3261,36.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,,,,,,,,,,,,,,,,,,,,,,
4392,Nick Pope,24/25,False,24/25,23/24,23/24,ENG,GK,31.0,1992.0,15.0,15.0,1345,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,,,,,,,,,,,,,,,,,,,,,,
4393,Nick Viergever,22/23,False,22/23,21/22,21/22,NED,DF,31.0,1989.0,24.0,24.0,2133,23.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.8,5.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,both,2039.0,N. Viergever,Nick Viergever,"CB, LB",183.0,77.0,Medium/High,Normal (170-185),64.0,54.0,65.0,67.0,74.0,75.0,61.0,66.0,73.0,66.0,77.0,74.0,22/23,Nick Viergever
4394,Nick Woltemade,20/21,False,20/21,19/20,19/20,GER,"FW,MF",17.0,2002.0,5.0,1.0,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.11,0.03,0.11,both,,,,,,,,,,,,,,,,,,,,,,
4395,Nick Woltemade,21/22,False,21/22,20/21,20/21,GER,"MF,FW",18.0,2002.0,6.0,1.0,147,1.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.5,4.0,6.0,10.0,0.0,0.61,0.61,0.0,0.61,0.2,0.09,0.29,0.2,0.29,both,15233.0,N. Woltemade,Nick Woltemade,ST,198.0,78.0,Medium/Low,Lean (185+),59.0,60.0,49.0,54.0,29.0,59.0,53.0,64.0,60.0,36.0,55.0,64.0,21/22,Nick Woltemade
